trial_id,dataset,split_mode,fold_index,lr,batch_size,epochs,train_rmse,train_pearson,val_rmse,val_pearson,test_rmse,test_pearson,checkpoint_path,duration_seconds,duration_hms,status,error_message
trial_001,mpro_urv,dataset_folds,3,0.001,4,150,0.6066326440547725,0.781795856044059,0.5166465922839437,0.757781781685348,0.6253703001430491,0.7026059033028783,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090320/models/trial_001/deepdta_best.pt,13.9,00:00:14,success,
trial_002,mpro_urv,dataset_folds,3,0.001,8,150,0.560815636386503,0.7826508901790509,0.5052710602275052,0.7600089425651655,0.5970039833302592,0.6991402935894443,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090320/models/trial_002/deepdta_best.pt,6.835,00:00:07,success,
trial_003,mpro_urv,dataset_folds,3,0.001,16,150,0.4811512489892257,0.8301655135282586,0.5283787296449987,0.7627291556386547,0.6204428750087566,0.6800637873932366,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090320/models/trial_003/deepdta_best.pt,3.606,00:00:04,success,
trial_004,mpro_urv,dataset_folds,3,0.003,4,150,0.4885526647786457,0.8408515765353815,0.4835289282100565,0.7968826273835412,0.6030958423741988,0.6831626737568111,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090320/models/trial_004/deepdta_best.pt,15.33,00:00:15,success,
trial_005,mpro_urv,dataset_folds,3,0.003,8,150,0.42919579300845156,0.8745994663052047,0.4796335817027917,0.8004607726211929,0.7072280253970864,0.5982235529880634,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090320/models/trial_005/deepdta_best.pt,8.589,00:00:09,success,
trial_006,mpro_urv,dataset_folds,3,0.003,16,150,0.5308776515411173,0.8050726873153705,0.4819426609033156,0.7831112240506228,0.6046743013156288,0.6868501215760711,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090320/models/trial_006/deepdta_best.pt,4.444,00:00:04,success,
trial_007,mpro_urv,dataset_folds,3,0.00075,4,150,0.5385940926292133,0.8048557976240939,0.5171815499010323,0.7541537927340232,0.5983156597371576,0.7081723214978016,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090320/models/trial_007/deepdta_best.pt,18.909,00:00:19,success,
trial_008,mpro_urv,dataset_folds,3,0.00075,8,150,0.5202200291289891,0.8663168522459079,0.47900096434764416,0.7906380515891664,0.6681591399905032,0.6487545960728143,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090320/models/trial_008/deepdta_best.pt,8.682,00:00:09,success,
trial_009,mpro_urv,dataset_folds,3,0.00075,16,150,0.47233442412865095,0.8728784780223203,0.49881360677294934,0.775842611727323,0.6551682247858365,0.6638726015357451,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090320/models/trial_009/deepdta_best.pt,3.897,00:00:04,success,
trial_010,mpro_urv,dataset_folds,3,0.0005,4,150,0.4835017750536355,0.8398385954531037,0.5049577888131284,0.7655443405104033,0.6400741537520823,0.6566277623438865,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090320/models/trial_010/deepdta_best.pt,14.563,00:00:15,success,
trial_011,mpro_urv,dataset_folds,3,0.0005,8,150,0.5317498892684782,0.8295057819822106,0.49041210599853446,0.7751517638764192,0.6236190262379955,0.6832070594552297,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090320/models/trial_011/deepdta_best.pt,6.723,00:00:07,success,
trial_012,mpro_urv,dataset_folds,3,0.0005,16,150,0.5464632604927443,0.8069760640411794,0.4959785707768411,0.7688284995875451,0.61263782444527,0.6898905813350581,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090320/models/trial_012/deepdta_best.pt,3.8,00:00:04,success,
trial_013,mpro_urv,dataset_folds,3,0.0001,4,150,0.5636683981450499,0.7900794772229796,0.49218652016919484,0.7727354568980797,0.6064491278043853,0.6973216057387646,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090320/models/trial_013/deepdta_best.pt,15.097,00:00:15,success,
trial_014,mpro_urv,dataset_folds,3,0.0001,8,150,0.5895249752054075,0.7519341763612906,0.4995731619183879,0.7620954888368697,0.598356496236741,0.6945254366605333,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090320/models/trial_014/deepdta_best.pt,7.086,00:00:07,success,
trial_015,mpro_urv,dataset_folds,3,0.0001,16,150,0.6109891831563387,0.7024918526279664,0.525211671758612,0.7412071889311459,0.5897972841919464,0.7035302761561428,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090320/models/trial_015/deepdta_best.pt,3.967,00:00:04,success,
