trial_id,dataset,split_mode,fold_index,lr,batch_size,epochs,train_rmse,train_pearson,val_rmse,val_pearson,test_rmse,test_pearson,checkpoint_path,duration_seconds,duration_hms,status,error_message
trial_001,mpro_urv,dataset_folds,4,0.001,4,150,0.48065278216659835,0.8452901123959222,0.5896596916093102,0.7406895208698382,0.787115043823604,0.42408243334548523,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090353/models/trial_001/deepdta_best.pt,19.756,00:00:20,success,
trial_002,mpro_urv,dataset_folds,4,0.001,8,150,0.4832194093123975,0.820411883273822,0.5986237894492834,0.7308386347291418,0.7681631286374301,0.4311854617040032,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090353/models/trial_002/deepdta_best.pt,8.698,00:00:09,success,
trial_003,mpro_urv,dataset_folds,4,0.001,16,150,0.5542200823492198,0.7806502108882646,0.6007636236609749,0.7325319793498415,0.7673434126203575,0.4667434356926356,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090353/models/trial_003/deepdta_best.pt,4.874,00:00:05,success,
trial_004,mpro_urv,dataset_folds,4,0.003,4,150,0.5759218906962851,0.7192490977072499,0.6278840018779972,0.7031557076038748,0.7162192714399731,0.49042283384258717,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090353/models/trial_004/deepdta_best.pt,18.146,00:00:18,success,
trial_005,mpro_urv,dataset_folds,4,0.003,8,150,0.5519923066569739,0.8049855703744995,0.6236452705426978,0.7019644242753825,0.8364773651524785,0.3826324251377327,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090353/models/trial_005/deepdta_best.pt,7.065,00:00:07,success,
trial_006,mpro_urv,dataset_folds,4,0.003,16,150,0.4706762595819837,0.8912656240466635,0.6191102233098914,0.7146268707081491,0.815139077351023,0.5076079105578057,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090353/models/trial_006/deepdta_best.pt,3.895,00:00:04,success,
trial_007,mpro_urv,dataset_folds,4,0.00075,4,150,0.5513706721804283,0.7922315982406657,0.5871206333668462,0.7533659589194354,0.7657611982147291,0.4850514482063591,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090353/models/trial_007/deepdta_best.pt,14.39,00:00:14,success,
trial_008,mpro_urv,dataset_folds,4,0.00075,8,150,0.5583080960589227,0.784062426810011,0.596038288618802,0.7389709527509211,0.78025941343951,0.46469003675082465,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090353/models/trial_008/deepdta_best.pt,7.007,00:00:07,success,
trial_009,mpro_urv,dataset_folds,4,0.00075,16,150,0.5078015150186616,0.8178555856885765,0.5885942152967303,0.74054268964703,0.7779122366740587,0.45185852409435995,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090353/models/trial_009/deepdta_best.pt,4.047,00:00:04,success,
trial_010,mpro_urv,dataset_folds,4,0.0005,4,150,0.5337352461011169,0.775167583760391,0.5753089609262085,0.7707759755172265,0.7246492660556457,0.48677500758282954,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090353/models/trial_010/deepdta_best.pt,14.672,00:00:15,success,
trial_011,mpro_urv,dataset_folds,4,0.0005,8,150,0.4860406055155447,0.8384385091578758,0.5860573779073349,0.7471020476447183,0.7795806425689472,0.4251261648564128,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090353/models/trial_011/deepdta_best.pt,5.69,00:00:06,success,
trial_012,mpro_urv,dataset_folds,4,0.0005,16,150,0.5138184082529266,0.7931831889296951,0.5779985623074175,0.7577277474238642,0.7416570942447942,0.4701392966163485,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090353/models/trial_012/deepdta_best.pt,3.314,00:00:03,success,
trial_013,mpro_urv,dataset_folds,4,0.0001,4,150,0.5308972923181476,0.7962643395234208,0.5566503108624113,0.7786639632288078,0.7637215271243482,0.47144032956207826,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090353/models/trial_013/deepdta_best.pt,11.5,00:00:12,success,
trial_014,mpro_urv,dataset_folds,4,0.0001,8,150,0.5443327513893063,0.7757570865662198,0.5611509186536685,0.7784477363976956,0.7439565769176666,0.4894153069977981,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090353/models/trial_014/deepdta_best.pt,5.764,00:00:06,success,
trial_015,mpro_urv,dataset_folds,4,0.0001,16,150,0.6121301719617189,0.7146410148089218,0.5862541773765689,0.7578402610799831,0.7688388543860117,0.4565361154319106,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090353/models/trial_015/deepdta_best.pt,3.42,00:00:03,success,
