trial_id,dataset,split_mode,fold_index,lr,batch_size,dropout,epochs,train_rmse,train_pearson,val_rmse,val_pearson,test_rmse,test_pearson,test_mse,test_mae,checkpoint_path,duration_seconds,duration_hms,status,error_message
trial_001,mpro_urv,dataset_folds,2,0.001,4,0.3,200,0.6165364561142042,0.7257816733152684,0.6876245488744307,0.6082925303157968,0.6599685082898298,0.5843937272027153,0.4355584319343031,0.5848283550956033,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131325/models/trial_001/widedta_best.pt,39.984,00:00:40,success,
trial_002,mpro_urv,dataset_folds,2,0.001,8,0.3,200,0.4825693399525477,0.8345984003041302,0.6634416398428341,0.605716276172103,0.5974792036361916,0.6662929547490108,0.3569813987777376,0.5077810504219749,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131325/models/trial_002/widedta_best.pt,29.583,00:00:30,success,
trial_003,mpro_urv,dataset_folds,2,0.001,16,0.3,200,0.5200575476480854,0.7888618348107825,0.6529152430060324,0.6160824985659886,0.6508393536828628,0.6138399259013304,0.4235918643023266,0.5606776909394697,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131325/models/trial_003/widedta_best.pt,19.755,00:00:20,success,
trial_004,mpro_urv,dataset_folds,2,0.003,4,0.3,200,0.44181233006675824,0.8628017936652088,0.6992913227431183,0.5663600531586976,0.6559098123065092,0.6462350300250715,0.4302176818799601,0.5460204644636675,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131325/models/trial_004/widedta_best.pt,56.993,00:00:57,success,
trial_005,mpro_urv,dataset_folds,2,0.003,8,0.3,200,0.6281608576388382,0.7442684154923896,0.6800676131135406,0.6568875258208396,0.6289001365369878,0.6329005223682103,0.3955153817362419,0.5457629507238214,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131325/models/trial_005/widedta_best.pt,30.524,00:00:31,success,
trial_006,mpro_urv,dataset_folds,2,0.003,16,0.3,200,0.6585092635219333,0.7434418328332747,0.7022300490321982,0.6502897022092418,0.7009393613798339,0.5803321957810325,0.4913159883315695,0.612656831741333,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131325/models/trial_006/widedta_best.pt,19.737,00:00:20,success,
trial_007,mpro_urv,dataset_folds,2,0.00075,4,0.3,200,0.5840966389120633,0.7445748323055827,0.6677547072760027,0.6259720346311343,0.7466637474654905,0.5625408699924576,0.5575067517792097,0.6096278645775535,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131325/models/trial_007/widedta_best.pt,52.24,00:00:52,success,
trial_008,mpro_urv,dataset_folds,2,0.00075,8,0.3,200,0.5444833576624877,0.7773534134340727,0.6570446080556238,0.615012711653156,0.646797312963777,0.6280462608898866,0.4183467640571621,0.5551399859515104,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131325/models/trial_008/widedta_best.pt,25.765,00:00:26,success,
trial_009,mpro_urv,dataset_folds,2,0.00075,16,0.3,200,0.5785043061280714,0.7589886675506498,0.6714530199537465,0.6178436376554349,0.6368291340654496,0.6099392376656148,0.4055513459945504,0.5631986531344327,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131325/models/trial_009/widedta_best.pt,16.836,00:00:17,success,
trial_010,mpro_urv,dataset_folds,2,0.0005,4,0.3,200,0.521780924740926,0.8021333537346766,0.6545396970440311,0.6226903046868871,0.6658637129848674,0.6236774061577433,0.4433744842699939,0.5734610991044478,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131325/models/trial_010/widedta_best.pt,47.006,00:00:47,success,
trial_011,mpro_urv,dataset_folds,2,0.0005,8,0.3,200,0.505746593587542,0.8050092241752705,0.6556235714189617,0.6174735283957736,0.656430911120536,0.6312418601328696,0.43090154107453704,0.5549064224416559,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131325/models/trial_011/widedta_best.pt,26.828,00:00:27,success,
trial_012,mpro_urv,dataset_folds,2,0.0005,16,0.3,200,0.5341894209743324,0.7895477810084759,0.6626127360841456,0.6082742245069944,0.634035423451207,0.6162066033690339,0.40200091819095135,0.5527861768549139,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131325/models/trial_012/widedta_best.pt,17.773,00:00:18,success,
trial_013,mpro_urv,dataset_folds,2,0.0001,4,0.3,200,0.531125663456967,0.7871840069771875,0.6491859024833894,0.6271754279374596,0.6565067200159985,0.6147373294821543,0.4310010734261647,0.5644782348112627,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131325/models/trial_013/widedta_best.pt,47.145,00:00:47,success,
