trial_id,dataset,split_mode,fold_index,lr,batch_size,dropout,epochs,train_rmse,train_pearson,val_rmse,val_pearson,test_rmse,test_pearson,test_mse,test_mae,checkpoint_path,duration_seconds,duration_hms,status,error_message
trial_001,mpro_urv,dataset_folds,1,0.001,4,0.3,200,0.1861967594070875,0.9739632094784814,0.5861020992748258,0.7114828935721081,0.8169850809911335,0.5528217354805254,0.6674646225620889,0.6563779478487761,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131307/models/trial_001/widedta_best.pt,31.257,00:00:31,success,
trial_002,mpro_urv,dataset_folds,1,0.001,8,0.3,200,0.24824325345669382,0.9525406585429933,0.5741759147418276,0.7173912176139421,0.8222310647969564,0.49462382071159383,0.6760639239171368,0.6508343738058339,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131307/models/trial_002/widedta_best.pt,23.63,00:00:24,success,
trial_003,mpro_urv,dataset_folds,1,0.001,16,0.3,200,0.41639316921446523,0.8636520457218146,0.5810077388285614,0.6900933165188571,0.7684146274381422,0.5663640177299316,0.5904610396608988,0.6483738837034806,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131307/models/trial_003/widedta_best.pt,18.258,00:00:18,success,
trial_004,mpro_urv,dataset_folds,1,0.003,4,0.3,200,0.3742823539072543,0.8938725689820709,0.5990281020419791,0.7089935012671452,0.8502375497993989,0.5239719386787038,0.7229038910888853,0.6789971123570981,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131307/models/trial_004/widedta_best.pt,58.147,00:00:58,success,
trial_005,mpro_urv,dataset_folds,1,0.003,8,0.3,200,0.24836304390239936,0.9573099079817434,0.5490242396037941,0.7371760886568233,0.8519601747917043,0.4328656056281528,0.7258361394311114,0.6730844559876815,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131307/models/trial_005/widedta_best.pt,32.729,00:00:33,success,
trial_006,mpro_urv,dataset_folds,1,0.003,16,0.3,200,0.33900674645846124,0.909218044987959,0.5685289904232362,0.7093295683812724,0.8159555066892935,0.519169793325442,0.6657833888965817,0.6682770355888035,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131307/models/trial_006/widedta_best.pt,19.989,00:00:20,success,
trial_007,mpro_urv,dataset_folds,1,0.00075,4,0.3,200,0.18243632607317314,0.9780335833086029,0.5895174579061888,0.7070415129979541,0.8784812306746178,0.47022585297093966,0.7717292726475911,0.7009077072143555,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131307/models/trial_007/widedta_best.pt,57.719,00:00:58,success,
trial_008,mpro_urv,dataset_folds,1,0.00075,8,0.3,200,0.4327744331906805,0.8597044709253819,0.5700750920837313,0.7033273496113649,0.7716348880821079,0.5971698499319603,0.5954204005054872,0.6443647301715353,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131307/models/trial_008/widedta_best.pt,27.705,00:00:28,success,
trial_009,mpro_urv,dataset_folds,1,0.00075,16,0.3,200,0.2317744388635713,0.9620002142621369,0.5741220181245325,0.7090332436615494,0.8160862763368415,0.5162712700622819,0.6659968104253317,0.6608059717261273,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131307/models/trial_009/widedta_best.pt,17.99,00:00:18,success,
trial_010,mpro_urv,dataset_folds,1,0.0005,4,0.3,200,0.24381679323128708,0.9541077464791197,0.5928194610368248,0.701551254628966,0.8181527712546101,0.5180609075134055,0.6693739571115983,0.6554316334102465,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131307/models/trial_010/widedta_best.pt,47.445,00:00:47,success,
