trial_id,dataset,split_mode,fold_index,lr,batch_size,epochs,train_rmse,train_pearson,val_rmse,val_pearson,test_rmse,test_pearson,checkpoint_path,duration_seconds,duration_hms,status,error_message
trial_001,mpro_urv,dataset_folds,2,0.001,4,150,0.5663789159615947,0.7427658688069141,0.6983393239075057,0.5627057442353619,0.7019907285142881,0.6110755209139248,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090241/models/trial_001/deepdta_best.pt,11.054,00:00:11,success,
trial_002,mpro_urv,dataset_folds,2,0.001,8,150,0.48817206943034575,0.8293372240394896,0.7111568690746909,0.5671519301724854,0.6391297852461358,0.6100282350867001,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090241/models/trial_002/deepdta_best.pt,5.447,00:00:05,success,
trial_003,mpro_urv,dataset_folds,2,0.001,16,150,0.6297635942146484,0.6687875882185051,0.7227812179708669,0.49323747968221465,0.67869008385625,0.5635898026933559,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090241/models/trial_003/deepdta_best.pt,2.853,00:00:03,success,
trial_004,mpro_urv,dataset_folds,2,0.003,4,150,0.552501054991615,0.7722799333959027,0.6622227748566831,0.626490560247381,0.6149685282504922,0.6353111334606089,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090241/models/trial_004/deepdta_best.pt,9.689,00:00:10,success,
trial_005,mpro_urv,dataset_folds,2,0.003,8,150,0.6215426448120104,0.699407606044722,0.7169693683775697,0.5183347905732862,0.6324437524208606,0.6319122073443406,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090241/models/trial_005/deepdta_best.pt,4.887,00:00:05,success,
trial_006,mpro_urv,dataset_folds,2,0.003,16,150,0.6004067041514649,0.7148397249792194,0.6869494073156278,0.563646125728768,0.6793293789320974,0.6040754730157126,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090241/models/trial_006/deepdta_best.pt,2.813,00:00:03,success,
trial_007,mpro_urv,dataset_folds,2,0.00075,4,150,0.5577476215917411,0.7485416442348591,0.6898918168777947,0.5570063118388303,0.6575932241571859,0.6010149111231646,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090241/models/trial_007/deepdta_best.pt,12.609,00:00:13,success,
trial_008,mpro_urv,dataset_folds,2,0.00075,8,150,0.5731978201887313,0.731557906809178,0.7168633862218994,0.5143121440929808,0.6790348610645409,0.5823350251564413,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090241/models/trial_008/deepdta_best.pt,6.63,00:00:07,success,
trial_009,mpro_urv,dataset_folds,2,0.00075,16,150,0.5610318749504829,0.7417745755727392,0.7095642402801434,0.5321395657357593,0.696007460046331,0.563768214874882,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090241/models/trial_009/deepdta_best.pt,3.672,00:00:04,success,
trial_010,mpro_urv,dataset_folds,2,0.0005,4,150,0.545381211090929,0.7570846958664235,0.6997055733934198,0.5513730275611365,0.6523607860290099,0.6076472441651612,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090241/models/trial_010/deepdta_best.pt,14.269,00:00:14,success,
trial_011,mpro_urv,dataset_folds,2,0.0005,8,150,0.5806389277642443,0.7202715330718203,0.718461038385096,0.5166134831151257,0.6940832174677206,0.5773168693667868,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090241/models/trial_011/deepdta_best.pt,8.444,00:00:08,success,
trial_012,mpro_urv,dataset_folds,2,0.0005,16,150,0.5979623922145013,0.7070493636444285,0.7166774748377861,0.5129023554780624,0.7036399610103323,0.5668869865381907,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090241/models/trial_012/deepdta_best.pt,4.732,00:00:05,success,
trial_013,mpro_urv,dataset_folds,2,0.0001,4,150,0.6111764188090326,0.6907370023230819,0.7254575986076142,0.4907777949533032,0.6572888527705181,0.5958937346996144,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090241/models/trial_013/deepdta_best.pt,19.193,00:00:19,success,
trial_014,mpro_urv,dataset_folds,2,0.0001,8,150,0.6199664960353883,0.6869616226967266,0.7244827720256908,0.4905618844218506,0.6642504705904262,0.5832815115370801,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090241/models/trial_014/deepdta_best.pt,8.721,00:00:09,success,
trial_015,mpro_urv,dataset_folds,2,0.0001,16,150,0.6301838174278002,0.680126864270359,0.7230173780144598,0.48779934084112514,0.6863617796831386,0.5776230340606091,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260506_090241/models/trial_015/deepdta_best.pt,4.877,00:00:05,success,
