trial_id,dataset,split_mode,fold_index,lr,batch_size,dropout,epochs,train_rmse,train_pearson,val_rmse,val_pearson,test_rmse,test_pearson,test_mse,test_mae,checkpoint_path,duration_seconds,duration_hms,status,error_message
trial_001,mpro_urv,dataset_folds,4,0.001,4,0.3,200,0.32488325929860107,0.9519842228040124,0.6926432506053074,0.6254913050949839,0.7166268620052269,0.5558576544881513,0.5135540593474585,0.5086796608838168,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131408/models/trial_001/widedta_best.pt,59.176,00:00:59,success,
trial_002,mpro_urv,dataset_folds,4,0.001,8,0.3,200,0.3637325169052824,0.9055328858517067,0.659220472053839,0.6654323198574766,0.7187619590317357,0.5456154609862379,0.5166187537511384,0.497269023548473,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131408/models/trial_002/widedta_best.pt,32.326,00:00:32,success,
trial_003,mpro_urv,dataset_folds,4,0.001,16,0.3,200,0.37129673442080263,0.8925146795739782,0.6865006032772504,0.6611821554540734,0.676080206064384,0.548125789864048,0.4570844450320599,0.49919539148157294,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131408/models/trial_003/widedta_best.pt,21.17,00:00:21,success,
trial_004,mpro_urv,dataset_folds,4,0.003,4,0.3,200,0.5999866948181616,0.8405844253762258,0.7078197880603253,0.6174217991670471,0.8359510847926478,0.4781782131823728,0.6988142161660046,0.6113735329021107,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131408/models/trial_004/widedta_best.pt,58.812,00:00:59,success,
trial_005,mpro_urv,dataset_folds,4,0.003,8,0.3,200,0.373054899088193,0.9112719550825856,0.6815103576032309,0.6597337458283915,0.7406528081671937,0.5519049801572644,0.5485665822459499,0.5280970226634633,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131408/models/trial_005/widedta_best.pt,28.61,00:00:29,success,
trial_006,mpro_urv,dataset_folds,4,0.003,16,0.3,200,0.37104232175954527,0.8921491038510296,0.6856618001695957,0.6694728763417314,0.6982896187120257,0.5327602063510981,0.4876083916009861,0.5154217048124834,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131408/models/trial_006/widedta_best.pt,18.837,00:00:19,success,
trial_007,mpro_urv,dataset_folds,4,0.00075,4,0.3,200,0.3709617920616797,0.8930487785425391,0.6748868625406194,0.6599515360067664,0.7033623019603955,0.5238090731875796,0.49471852781902664,0.4964979020032016,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131408/models/trial_007/widedta_best.pt,47.264,00:00:47,success,
trial_008,mpro_urv,dataset_folds,4,0.00075,8,0.3,200,0.36851096814011475,0.9141474498068533,0.6473018476729936,0.6701745647440192,0.7154893614688604,0.5428116165691751,0.5119250263751176,0.5012258399616588,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131408/models/trial_008/widedta_best.pt,27.182,00:00:27,success,
trial_009,mpro_urv,dataset_folds,4,0.00075,16,0.3,200,0.4733489035270721,0.8926153421192574,0.6535625142578743,0.6685139700693221,0.7353905194448602,0.5510088809079745,0.5407992160893813,0.5213046073913574,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131408/models/trial_009/widedta_best.pt,19.179,00:00:19,success,
trial_010,mpro_urv,dataset_folds,4,0.0005,4,0.3,200,0.4068160294095675,0.9429741935097922,0.654623100794051,0.6600080473651707,0.7481146035314068,0.5671327214580609,0.559675460016954,0.5325911912051114,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131408/models/trial_010/widedta_best.pt,47.572,00:00:48,success,
trial_011,mpro_urv,dataset_folds,4,0.0005,8,0.3,200,0.4815013701210127,0.8582613483446592,0.6409152234195771,0.6820973877722386,0.7388561120198831,0.5241472004801551,0.5459083542691381,0.5214566317471591,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131408/models/trial_011/widedta_best.pt,26.418,00:00:26,success,
trial_012,mpro_urv,dataset_folds,4,0.0005,16,0.3,200,0.39335658196239487,0.9190766819840597,0.6568673480750543,0.656965250649972,0.7175269070561996,0.5433365199749564,0.5148448623496361,0.5122194290161133,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131408/models/trial_012/widedta_best.pt,19.51,00:00:20,success,
trial_013,mpro_urv,dataset_folds,4,0.0001,4,0.3,200,0.40898818039287255,0.9044854480214011,0.6490852978317376,0.6690141661797144,0.7206112940607591,0.5386352154979156,0.5192806371279217,0.5048266757618297,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131408/models/trial_013/widedta_best.pt,35.747,00:00:36,success,
trial_014,mpro_urv,dataset_folds,4,0.0001,8,0.3,200,0.37314633678240433,0.9107819657633427,0.6540197433162872,0.6675412568510862,0.6970700826378423,0.540569425387502,0.4859067001087283,0.4822014570236206,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131408/models/trial_014/widedta_best.pt,13.903,00:00:14,success,
trial_015,mpro_urv,dataset_folds,4,0.0001,16,0.3,200,0.3836075686766929,0.8952469921789059,0.6503190649321483,0.6757179953899525,0.691105462633162,0.5432457598029736,0.4776267604813969,0.4786080772226507,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/WideDTA/results/widedta_hpo/runs/run_20260506_131408/models/trial_015/widedta_best.pt,10.011,00:00:10,success,
