trial_id,dataset,lr,batch_size,epochs,train_rmse,train_pearson,val_rmse,val_pearson,test_rmse,test_pearson,checkpoint_path,duration_seconds,status,error_message
trial_001,davis,0.003,4,50,2989.8169270863173,0.5591589424215919,3024.1660653625427,0.6154518631060345,3013.673370536212,0.5918729231518143,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260429_133242/models/trial_001/deepdta_best.pt,38.245,success,
trial_002,davis,0.003,8,50,2992.970118178346,0.5573066285436599,3051.938874959388,0.6085521925030674,3031.9625203228356,0.5873191621926777,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260429_133242/models/trial_002/deepdta_best.pt,17.787,success,
trial_003,davis,0.003,16,50,3020.483108619632,0.5473406775142015,3080.0280324967684,0.6029620513170043,3062.7192496968396,0.5806865852441724,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260429_133242/models/trial_003/deepdta_best.pt,8.272,success,
trial_004,davis,0.001,4,50,3001.3551770742424,0.5538048908980477,3040.9362739572534,0.6138604768264434,3046.9142550791744,0.5817094053275861,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260429_133242/models/trial_004/deepdta_best.pt,23.376,success,
trial_005,davis,0.001,8,50,2981.7350666105,0.5626476344573735,3068.915425419471,0.6014091182023423,3057.1521391291462,0.5789384150521943,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260429_133242/models/trial_005/deepdta_best.pt,10.599,success,
trial_006,davis,0.001,16,50,3010.276882044683,0.550775993852306,3078.511567535333,0.5998363462858465,3064.121114267618,0.5774218924833407,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260429_133242/models/trial_006/deepdta_best.pt,5.994,success,
trial_007,davis,0.0005,4,50,2980.390363657544,0.5641937377720537,3074.0335270362298,0.6017008591578241,3059.0040809498073,0.580191498779481,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260429_133242/models/trial_007/deepdta_best.pt,19.933,success,
trial_008,davis,0.0005,8,50,3016.9793240189915,0.5494911348216627,3087.1952493303756,0.5988774860184848,3075.3223801111417,0.5732033116142171,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260429_133242/models/trial_008/deepdta_best.pt,10.635,success,
trial_009,davis,0.0005,16,50,3047.890684111874,0.5417151571679782,3143.893537232345,0.5858147293317617,3118.0171832219085,0.5686398271627021,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260429_133242/models/trial_009/deepdta_best.pt,5.987,success,
trial_010,davis,0.0001,4,50,3627.368926444596,0.4104606318029962,3927.195241867119,0.4195501264891439,3758.5900621763253,0.4319735872021799,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260429_133242/models/trial_010/deepdta_best.pt,19.71,success,
trial_011,davis,0.0001,8,50,3555.147798131289,0.27158819601198336,3816.7316901914332,0.30250277076138277,3667.906291869412,0.3329804743166709,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260429_133242/models/trial_011/deepdta_best.pt,10.513,success,
trial_012,davis,0.0001,16,50,3589.441003355845,0.09322211503718938,3830.653801428059,0.08928734063374842,3687.0006973415266,0.1792220691690792,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260429_133242/models/trial_012/deepdta_best.pt,5.907,success,
