trial_id,dataset,lr,batch_size,epochs,train_rmse,train_pearson,val_rmse,val_pearson,test_rmse,test_pearson,checkpoint_path,duration_seconds,status,error_message
trial_001,davis,0.001,4,100,3001.3551770742424,0.5538048908980486,3040.936273957253,0.6138604768264434,3046.9142550791744,0.5817094053275861,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_100414/models/trial_001/deepdta_best.pt,38.609,success,
trial_002,davis,0.001,8,100,2989.172734681801,0.559167683572675,3061.0590553805314,0.6056761371761586,3050.1302526051772,0.5807355070339609,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_100414/models/trial_002/deepdta_best.pt,20.551,success,
trial_003,davis,0.001,16,100,3010.4918412654297,0.5507016996761426,3078.9921598204005,0.5996870530048015,3064.5768242313843,0.5772843471765778,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_100414/models/trial_003/deepdta_best.pt,11.575,success,
trial_004,davis,0.00075,4,100,2964.804244548212,0.5699709539052084,3066.7972627318604,0.6061143490227254,3040.258185806581,0.5862387655620686,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_100414/models/trial_004/deepdta_best.pt,38.33,success,
trial_005,davis,0.00075,8,100,2987.8465466340635,0.5594588121717718,3061.6207322665978,0.6041223807434128,3047.1814176100493,0.5813063569830214,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_100414/models/trial_005/deepdta_best.pt,20.543,success,
trial_006,davis,0.00075,16,100,3008.6484580342644,0.5519927281128789,3102.053023617219,0.5913409401974338,3076.0236058094165,0.5728422677552137,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_100414/models/trial_006/deepdta_best.pt,11.579,success,
trial_007,davis,0.0005,4,100,2980.3903642156924,0.564193737553659,3074.0335270362298,0.6017008591578241,3059.0040809498073,0.580191498779482,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_100414/models/trial_007/deepdta_best.pt,38.309,success,
trial_008,davis,0.0005,8,100,2974.3346004268797,0.568182341207076,3088.738505114861,0.5968831337523203,3043.557867753771,0.5830865335119474,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_100414/models/trial_008/deepdta_best.pt,20.633,success,
trial_009,davis,0.0005,16,100,2990.7542280344715,0.5596912162780409,3092.2934160223135,0.5951315228710266,3054.771048932624,0.5809035568244469,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_100414/models/trial_009/deepdta_best.pt,11.657,success,
trial_010,davis,0.0001,4,100,3323.72556474138,0.537406316819565,3544.9211501077257,0.5598282850532869,3448.7067514849114,0.5582982646447938,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_100414/models/trial_010/deepdta_best.pt,38.404,success,
trial_011,davis,0.0001,8,100,3319.8091951917545,0.49630633207266284,3533.509998308101,0.5301357274600058,3433.9428850442864,0.5256108034010228,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_100414/models/trial_011/deepdta_best.pt,20.608,success,
trial_012,davis,0.0001,16,100,3414.849126780499,0.4511985336937258,3635.5229996332523,0.487893486099713,3526.183100703213,0.4879722437460721,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_100414/models/trial_012/deepdta_best.pt,11.72,success,
