trial_id,dataset,split_mode,fold_index,lr,batch_size,epochs,train_rmse,train_pearson,val_rmse,val_pearson,test_rmse,test_pearson,checkpoint_path,duration_seconds,duration_hms,status,error_message
trial_001,mpro_urv,dataset_folds,0,0.001,4,150,0.5508105230349531,0.7629239253281247,0.7230222599603489,0.4600002383786861,0.6274572576952303,0.6271044769274325,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_140750/models/trial_001/deepdta_best.pt,55.583,00:00:56,success,
trial_002,mpro_urv,dataset_folds,0,0.001,8,150,0.3076447114330763,0.9540491399794069,0.6836189799042601,0.5753037506610434,0.7247400260927817,0.5314683132109698,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_140750/models/trial_002/deepdta_best.pt,20.087,00:00:20,success,
trial_003,mpro_urv,dataset_folds,0,0.001,16,150,0.49493272993991444,0.8542705824077107,0.6867295104928027,0.532295491655225,0.6485716041923775,0.6313184176993386,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_140750/models/trial_003/deepdta_best.pt,10.414,00:00:10,success,
trial_004,mpro_urv,dataset_folds,0,0.003,4,150,0.4414369080405052,0.9198706227298012,0.7062500648530183,0.4866048699803996,0.7190785705645057,0.5064178100165009,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_140750/models/trial_004/deepdta_best.pt,55.449,00:00:55,success,
trial_005,mpro_urv,dataset_folds,0,0.003,8,150,0.5198720527295208,0.8934320279646407,0.7103728218621662,0.5231626569909681,0.7249077151576494,0.6088294646931556,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_140750/models/trial_005/deepdta_best.pt,20.015,00:00:20,success,
trial_006,mpro_urv,dataset_folds,0,0.003,16,150,0.37185325870764296,0.93519904292061,0.6713119607743433,0.5720139550325215,0.6974381216135529,0.532841460129258,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_140750/models/trial_006/deepdta_best.pt,10.421,00:00:10,success,
trial_007,mpro_urv,dataset_folds,0,0.00075,4,150,0.3969365218054696,0.9332567943055259,0.6850265122831964,0.5664948074596005,0.709433305600871,0.5545620894616343,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_140750/models/trial_007/deepdta_best.pt,55.609,00:00:56,success,
trial_008,mpro_urv,dataset_folds,0,0.00075,8,150,0.3496155589363325,0.926235638134504,0.6729446590750622,0.5816898449613643,0.6962560426540981,0.5516483018465634,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_140750/models/trial_008/deepdta_best.pt,20.205,00:00:20,success,
trial_009,mpro_urv,dataset_folds,0,0.00075,16,150,0.4620164936902332,0.8845562628084083,0.672929531633377,0.5660680746211955,0.6825962340776052,0.5947624503929079,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_140750/models/trial_009/deepdta_best.pt,10.43,00:00:10,success,
trial_010,mpro_urv,dataset_folds,0,0.0005,4,150,0.5269350648325113,0.7974764791511479,0.7048416647802268,0.4956612261024689,0.6145690413603071,0.6472992274596536,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_140750/models/trial_010/deepdta_best.pt,55.697,00:00:56,success,
trial_011,mpro_urv,dataset_folds,0,0.0005,8,150,0.44522776080252957,0.8698279707709989,0.7024638858936496,0.5239152057425542,0.6384678711898246,0.6273586836931622,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_140750/models/trial_011/deepdta_best.pt,20.161,00:00:20,success,
trial_012,mpro_urv,dataset_folds,0,0.0005,16,150,0.5167029210807474,0.8111949543506682,0.6905138251786415,0.5264842837465202,0.6386584710727186,0.6316782180327045,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_140750/models/trial_012/deepdta_best.pt,10.475,00:00:10,success,
trial_013,mpro_urv,dataset_folds,0,0.0001,4,150,0.5610029983644029,0.7707810650827148,0.6966936008110193,0.5010058704380083,0.6294048183760215,0.6340580028163207,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_140750/models/trial_013/deepdta_best.pt,56.18,00:00:56,success,
trial_014,mpro_urv,dataset_folds,0,0.0001,8,150,0.5470624961932038,0.7728639703311754,0.699215535313154,0.5005958423978635,0.6276401968170477,0.6322466548474485,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_140750/models/trial_014/deepdta_best.pt,20.199,00:00:20,success,
trial_015,mpro_urv,dataset_folds,0,0.0001,16,150,0.6147251820994692,0.703211606677879,0.7066302867744266,0.4529069964726095,0.6435788722351328,0.5954244082201726,/home/andromeda/Documentos/el-boukhiari/TrabajoInvestigacion/DeepDTA/results/deepdta_hpo/runs/run_20260504_140750/models/trial_015/deepdta_best.pt,10.398,00:00:10,success,
